#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"130"	1.876	-0.7178	-0.743	-0.200615	0.5674	-0.4933	0.04247	-0.08051	-0.4556	1.476	-0.04353	0.061731	0.59896	0.62988	0.5336	1.293	0.350029	-0.1027	0.0099	0.62439	0.25122	0.03553	0.7319	0.8414	-0.9962	-0.2244	0.5182	1.202	3.516	-0.09766	-0.7042	-0.5253	1.423	-0.05856	-1.424	-1.134	-1.577	1.147	1.275	1.739	0.3839	0.5333	-0.7344	0.2167	-1.78	-2.219	-0.5272	-1.004	0.04884	1.371	0.1293	0.03277	0.7577	-0.2623	0.7557	0.4653	-1.373	-1.045	-0.6963	0.1549	-1.639	1.266	-0.6508	-0.3814	0.6672	0.6946	-0.08471	-1.071	-0.4999	0.8992	0.8567	-2.029	-0.7269	0.25	-0.1412	0.3314	1.253	-0.742	-0.0008701	-0.8433	0.2962	-1.58	0.245	0.6509	0.1785	1.353	-1.978	-0.7783	-0.1934	0.2254	-0.7487	-0.09531	0.1731	0.01026	0.9546	-0.998	0.7849	0.08438	0.5293	-1.606	0.4955	-0.2329	1.204	-0.4045	-0.1365	0.3824	-0.1487	-0.3413	0.4885	-0.3918	0.09692	-0.6879	1.325	3.814	0.24402	-0.5069
"131"	0.6742	1.16	0.09695	-0.0290543	0.216101	-0.4954	0.1954	1.04	-0.3376	-0.8354	0.6084	0.15269	0.09483	0.241116	-0.006403	-0.9929	0.359369	-0.29264	0.357696	0.713363	0.23882	0.43123	0.56567	-0.9985	-1.424	-0.4793	0.8624	0.5869	1.147	0.08746	-0.08106	0.5568	0.09648	0.006559	-0.5008	-1.32	-2.286	-0.05844	0.912	1.767	0.905	1.015	0.1448	1.267	-0.2264	-0.1011	-0.2621	-0.4351	-0.161	0.4705	-0.3446	-0.6041	0.5518	0.06582	0.5608	-0.05154	-0.282101	-0.53313	-2.201	0.1751	-2.844	1.117	-0.5057	0.8027	1.14	0.3537	0.2934	-1.769	-0.3934	-0.2444	0.8161	-1.743	0.1536	0.8435	-1.6	0.5399	0.7659	-1.314	0.5106	-0.2308	0.9847	-1.863	0.5335	0.7354	0.896	0.79	-0.9483	-0.4918	0.4791	1.343	-0.8022	-0.4358	-0.6144	0.1207	0.303	0.9325	0.9574	-0.09114	0.6278	-1.135	0.965	-0.4514	0.546	-0.1211	0.433	0.2849	0.2008	-0.007831	-0.243	0.04564	0.2734	-0.4784	-1.085	2.13	-0.413178	-1.147
"132"	0.67159	-0.6849	-1.095	-0.2328	0.5763	-0.9614	0.2154	1.278	-0.0194724	-0.14247	0.8924	0.205505	0.35612	-0.180034	0.8956	-0.09894	0.1959	0.14247	-0.036674	-0.127918	2.066	0.3459912	-0.02835	-0.5733	0.5271	-0.9361	-0.7135	-0.459	1.065	0.8426	0.2641	0.409	-0.3923	-0.7253	0.7614	-0.8598	-0.5177	-0.4553	0.06113	0.08412	-0.06379	0.8666	-0.6841	1.291	-0.5862	-0.1959	0.2941	0.4151	-0.3879	-0.04733	0.08461	-0.47599	2.01	-0.0838884	-1.006123	0.05762	-1.924	-0.2438642	-1.106	0.9052	-0.7503	0.09414	0.1845	0.5029	-0.4395	0.6119	0.4856	-0.3125	1.051	0.6214	1.084	-1.529	-0.06662	0.436299	-0.5159	-0.4624	0.3817	-0.7417	0.8344	0.3179	0.01444	-2.241	1.425	1.286	1.791	0.6068	-0.9636	-1.739	1.897	0.1496	-0.7815	-0.9271	-0.09464	-0.08951	-1.377	-0.4908	1.164	0.4706	1.042	-0.3262	-0.8373	-0.654791	0.8588	-0.5063	-0.4632	1.594	-0.1034	0.7529	0.1338	1.097	0.9322	-0.7017	-1.262	-0.10477	-2.947	-0.02571
"133"	2.376	-0.4971	-0.2303	0.05799	-0.018792	2.359	-1.113	1.191	-0.80571	-0.4346	0.06415	-0.086709	-0.00607	0.6949	-0.5347	-1.892	0.184997	0.24871	0.57943	0.50074	0.131314	0.16616	0.587642	-1.275	-1.138	-0.242	-1.194	3.1	3.015	-2.467	1.412	-1.952	1.578	1.167	-1.253	-1.327	-0.8306	0.6599	-0.6957	0.5533	-1.317	-1.943	-1.712	1.643	-1.775	-1.845	0.045372	0.9642	0.05428	-0.01217	-0.9442	-0.209449	2.252	1.965	-0.10943	1.388	-0.00532	-0.49131	-0.7069	0.1724	-0.2961	2.191	-0.4734	0.523	0.5226	0.497406	0.2377	-1.64	0.7978	-1.148	0.8324	-1.373	1.968	1.462	-0.7104	0.07513	1.825	-1.38	1.513	-1.707	0.926	-0.8979	-2.038	0.156998	0.3893	1.595	-1.624	-1.073	-0.9947	0.2481	-0.2779	1.557	-1.088	0.350851	0.284323	-0.8852	0.3246	-0.4999	-0.158564	-0.1766	0.5623	-0.9492	4.608	-1.174	-0.07272	2.699	-0.9559	-0.7926	-0.2947	-0.6761	0.1577	0.8869	0.34796	0.26157	-0.57143	-0.12079
"134"	2.006	-1.681	-1.86	-0.7714	1.564	1.661	1.156	-0.1522	0.5197	-0.338	-0.04823	-2.672	0.32001	-0.14797	0.3249	1.023	0.12012	-0.03553	0.08654	0.171385	0.80827	0.4397182	2.316	0.5887	0.1651	-0.46805	-1.196	-0.734	-0.376446	-0.1573	-0.05536	-0.06501	-0.8833	0.8178	0.4494	0.5862	0.2403	1.065	-0.06984	0.2611	-0.4578	-0.8184	-0.91	0.941	-0.9452	-1.09	-0.1419	-0.535004	0.178939	0.2977	-0.06336	0.4791	1.773	-0.042934	-0.5218537	-0.000214	0.171002	0.3430858	-0.421	1.02565	-0.8563	1.314	1.156	-0.5181	-0.3345	-0.3771	-0.0944	0.2852	0.08897	-1.381	1.771	0.7351	0.782	1.949	-0.02929	0.1943	0.2044	-2.17	0.745	0.6956	0.4821	-0.6988	0.2779	1.702	-0.2806	2.244	0.2251	0.4286	-0.05653	0.1803	-0.9348	0.6376	-0.555	-0.7889	-0.2585	0.4119	-0.2102	-0.4687	-0.3348	2.019	0.02539	-1.303	0.3214	-1.382	-1.427	0.6633	-1.02	-0.9394	-0.1386	-0.693	0.7188	-0.521	0.8409	0.1863	-1.875	-1.164
"135"	0.4897	-0.1093	0.5715	-0.7592	-0.3311	0.2192	-0.727	-0.494	-0.5971	-0.3438	-0.196	0.08988	-0.0512725	-0.1785	0.4392	1.815	-0.243661	0.87296	0.63808	-0.262155	0.15727	0.0885112	0.15653	-0.2069	-0.05042	-1.262	-0.251	-0.4565	0.4884	-0.6539	-1.064	-0.1765	0.5961	0.3852	0.2119	0.3707	-1.264	0.5142	0.8506	0.4776	-0.3193	0.03207	-0.01158	0.3285	-0.2337	0.2346	-0.4655	0.2406	0.3926	0.7862	0.2021	-0.2505	0.7924	-0.2815	0.7435	-0.4469	-0.8255	2.484	-0.07953	0.5147	-0.5028	0.2596	-1.625	-0.2857	-0.439	0.2214	0.02506	2.171	0.2705	0.04654	0.511	-0.6244	0.1295	0.9344	0.1662	0.2857	0.4028	0.2784	0.0735	-0.219	-0.5474	-0.2773	0.3874	0.1423	0.04692	0.4369	-0.5684	-0.2409	0.157	-0.07224	0.2387	-0.5189	0.4615	-0.1664	-1.094	0.6324	0.1093	-0.09525	-0.5853	0.515	-0.4561	-0.2316	0.3569	0.4728	-0.3911	-0.3532	0.3687	-0.1799	-0.1541	-0.2245	-0.3907	0.1215	-0.05057	-0.3346	0.06376	-1.941
"136"	0.6327	-0.2973	0.5105	-0.2302	0.1459	-0.1468	-0.541	-0.02639	-0.349176	0.0119	0.188	-0.7622	0.1009075	0.074036	0.2371	1.159	-0.262684	0.88661	0.63443	-0.591967	0.08155	0.2325702	-0.19903	-0.1871	-0.0006529	-2.248	0.2008	-0.09372	-0.1659	-0.3471	0.08336	-0.5358	-0.05809	0.404	0.6697	0.4564	-0.2565	0.239	0.09938	-0.1526	-0.5175	-0.1992	-0.6818	0.3223	0.2151	0.5933	-0.3127	0.2303	0.3954	0.2889	0.3969	-0.2237	1.055	0.2652	0.5063	-0.1341	-0.1738	0.527773	0.3282	0.7025	-0.4501	0.4724	-1.651	0.2161	0.01774	0.3562	-0.1252	2.194	0.2156	0.3997	0.7392	-0.9072	0.2167	1.039	-0.1927	0.1679	0.06998	-0.1955	0.2077	-0.2378	-0.5533	-0.5742	0.4036	0.3224	0.009069	0.5791	-0.2873	-0.4207	0.4261	-0.5131	0.005836	-0.2598	0.6726	-0.1132	-1.131	0.4875	-0.1266	-0.1621	-0.4012	0.2471	-0.253	-0.3544	0.3821	0.758	-0.49	-0.4931	0.4539	-0.3208	-0.03694	-0.05132	-0.6826	0.04863	-0.1624	-0.2054	-0.5622	-0.3574
"137"	0.093606	-0.830465	0.1459	0.19531	0.1193	-2.005	-0.318881	0.1037463	1.574	-0.016397	1.347	-0.2677	0.35166	0.4148	-1.068	1.514	0.007933	0.01168	0.007785	0.4174	2.02	0.274042	0.109	-1.269	1.418	0.15906	1.475	-0.6943	0.4816	-0.32418	1.183	1.249	0.8014	-0.2667094	0.4791	-0.1361	0.877	0.4714	-1.71	-0.4782	-0.9411	-0.5167	-0.3314	1.768	0.8555	0.5638	0.6598	-0.8542	-0.7232	0.8364	-0.6597	-1.532	1.711	-0.190071	-0.431296	0.8903	0.1737	-0.27142	-2.324	-0.4171	-0.6076559	-0.02216	-1.19	0.02756	-1.347	-0.7744	-0.2711397	0.4217	0.2415	-1.304	-0.04496	-0.3414	1.117	0.3134	0.04619	-0.6142	0.2438	-0.8566	1.186	2.226	0.9466	0.28047	0.9374	0.9563	-0.1001	0.3729	-0.2714	-0.7889	-0.469	1.148	-0.3553	0.1711	0.0135	-0.8674	-0.3511	-0.5856	-0.1927	-0.032197	-0.9203	0.995	-0.3871	-1.279	-1.396	-0.6082	0.4839	0.7378	-0.2543	0.3001	0.04492	-0.8265	0.9413	0.06848	-0.10614	1.282	-1.266	-1.114
"138"	0.7969	-0.8412	1.525	-0.292	1.004	-0.1186	-1.107	-1.27	1.171	-0.4937	0.6271	-0.02766	0.05453	0.139563	-0.2437	0.7328	-1.29	0.03745	0.272531	-1.047	1.525	0.704343	0.262761	-1.096	-0.5807	-0.4639	0.06571	-1.217	-0.8549	-0.9522	-0.2627	-0.3828	-0.2022	-1.235	-0.4964	-1.117	-0.5805	-0.8311	0.2363	1.424	0.6194	-0.3832	0.3551	2.607	1.043	1.172	0.3402	-0.6127	0.3833	1.19	0.6218	-0.2078	2.692	-1.263	-0.9461587	-0.3102	-0.8498	-0.56532	-0.6098	0.8264	-0.9391	1.35	-0.2243	0.42	0.6417	0.2921	-0.6092	-0.1046	0.06316	-0.1608	1.429	-0.5047	0.1022	1.56	0.7819	-0.1236	-0.4055	-1.107	0.5922	1.126	0.7773	-0.6166	-0.0559	0.901	-0.9744	1.554	0.7033	-0.6562	-0.9973	1.108	-1.018	-0.2372	0.7992	-0.2187	0.1846	-0.5269	-0.359	-1.256	-0.9236	-0.5003	-0.3674	-2.003	0.05563	0.05853	0.2126	0.3385	0.3304	-0.1072	0.5806	-0.8558	-0.11	-0.4928	0.04213	1.796	-1.015	0.6001
"139"	0.4887	-2.028	1.431	-0.6322	0.2779	0.1431	-1.334	-1.148	1.413	-0.5979	0.8879	1.086	1.562	1.769	-0.4359	1.287	-0.2978	-1.264	0.5556	-1.179	0.7284	0.631559	-0.09047	-0.8875	-0.1381	-1.269	0.7174	-1.766	0.8147	-1.442	0.7819	1.215	-1.318	-1.092	0.6402	-0.31	-0.1679	0.08155	0.458	1.831	0.371	-0.2906	-0.5172	2.555	1.417	0.7629	-0.4471	-1.538	0.1849	0.7605	0.4574	-0.702929	3.745	-0.6262	-1.184	0.9035	-0.4802	-0.0812	-1.672	0.6891	-2.974	0.635	-0.3567	-0.5043	0.5033	0.5782799	-0.5416	0.01618	-0.04604	-0.24	1.556	-0.6879	0.194	1.655	0.5017	0.06324	-0.4017	-0.9291	0.424	1.011	0.06707	-1.542	-0.0821	0.7288	-1.23	1.903	1.355	-0.2694	-1.241	1.041	-1.133	0.009564	0.85	-0.08987	0.07244	-0.7281	-0.3992	-1.703	-1.13	-0.5405	-0.02663	-1.649	0.7284	0.3753	-0.1406	0.02928	0.2962	-0.1104	0.7384	-1.59	-0.6182	-0.572	0.1589	1.856	0.4332	1.035
"140"	0.5074	-1.046	1.309	-0.3725	-0.111757	-0.1162	-1.375	0.472231	0.1904676	-0.0965696	0.6436	0.08533	0.05031	0.283953	-0.3072	0.7853	-0.069251	-0.11441	0.07112	-0.9825	1.78	0.398752	0.3682	-0.8673	-0.1939	-1.88	1.273	-1.902	0.8589	-1.607	0.3771	0.584	-0.7763	-1.373	0.3964	-0.6438	-0.6365243	-0.2463	-0.1559	1.189	0.1802	-0.1424	0.4299	2.241	1.498	1.011	0.2991	-0.8459	0.0001394	0.4327	0.2326	0.2021	3.003	-0.40653	-1.868	0.6636	0.306	0.04553	-1.489	0.6172	-1.709	0.8382	-0.5425	-0.2331	0.4905	-0.3461	-0.3464	-0.2019	-0.1451	-0.3	1.242	-0.5659	0.02795	1.531	0.7156	-0.3508	-0.4227	-1.076	1.026	0.8045	0.364	-0.6049	-0.2322	0.7857	-0.8576	1.563	1.065	-0.9324	-1.372	1.349	-0.97504	-0.1455	0.7199	-0.5299	0.1414	-0.4702	0.0907	-1.363	-1.117	-0.5436	-0.2557	-1.876	0.2814	0.1343	0.4303	0.2292	0.5132	-0.3465	0.8754	-1.031	0.2177	-0.2621	-0.1161	1.755	-1.303	0.5579
"141"	0.6872	-1.004	1.462	-1.016	0.6394	-0.0263	-1.382	-1.85	1.397	-0.1982296	0.6755	-0.15165	-0.16006	0.32989	-0.2143	1.076	-0.013912	0.1081	0.34537	0.47604	1.049	-0.3219	0.585401	-1.584	-0.411	-0.9182	1.186	-2.003	0.4708	-1.275	-0.06297	0.8039	0.8686	-1.341	0.5733	-0.6479	-0.06879	-0.2033	-0.01294	1.19	0.001131	-0.5785	-0.1201	2.435	1.494	0.862	0.05099	-1.47	-0.07495	0.2486	0.09954	-0.363	3.053	-0.53493	-0.76177	0.6855	0.3259	-0.46123	-1.416	0.5811	-1.508	1.205	-0.9916	-0.03722	0.09641	-0.2982	-0.8435	0.03956	0.2293	-0.09259	1.47	-0.4735	0.2574	1.885	0.8291	0.07762	-0.2453	-0.9297	0.7794	1.243	-0.63164	-0.5635	0.02027	1.131	-0.9692	1.87	0.38806	-0.638	-0.9872	0.9656	-1.323	-0.1021	0.15974	-0.2795	0.2318	-0.5738	-0.5349	-1.528	-1.108	-0.4622	-0.2223	-2.099	0.3408	0.1617	0.2678	0.2447	0.3446	-0.2251	0.8068	-1.199	0.02417	-0.3707	0.3763	1.536	-0.9995	0.7943
"142"	0.7785	-1.848	1.31	-0.5644	0.2527	0.1089	-1.551	-1.661	1.358	-0.8511	1.082	0.7826	1.84	1.665	-0.0451	0.9044	0.145	-0.5302	-0.24835	-0.8244	0.6752	-0.4186	-0.5967	-1.283	-0.351692	-1.622	1.091	-1.607	0.7382	-1.233	0.4384	0.8393	-1.04	-1.161	0.7817	-0.5915	-0.2514	0.07402	0.03342	1.099	0.2375	-0.3231	-0.2678	2.508	1.729	1.038	-0.09365	-1.021	-0.2346	0.355	-0.1181	-0.01065	3.641	-0.6247	-1.158	0.7739	0.1523	-0.4862	-1.54	0.7605	-1.873	1.063	-0.5662	0.3261	0.3388	0.0392	-0.9541	-0.1431	-0.04635	-0.2093	1.555	-0.3892	0.3827	1.634	0.9534	-0.1171	-0.397	-0.5874	0.8047	1.136	0.6548	-0.7821	0.1196	1.035	-0.7509	1.766	1.028	-0.7927	-0.9009	0.963	-1.041	-0.1457	0.7757	-0.4292	0.1501	-0.6644	-0.3685	-1.073	-0.9412	-0.2008	-0.5749	-2.207	0.1071	0.21	-0.2229	0.132	0.4739	-0.1687	0.8441	-1.085	-0.3255	-0.2323	-0.4464	1.311	-1.272	0.4796
"143"	-0.003735	-1.919	0.408	-0.3407	-0.4236	0.1277	-1.673	-0.1607417	1.566	1.354	0.7985	-0.1196	1.187	1.357	-0.8063	2.004	-0.7502	0.01253	-0.02622	-1.203	1.416	-1.033	-0.1219	-1.181	0.01308	-1.209	1.126	-1.937	0.2899	-1.887	0.4021	0.502	-0.1504	-1.412	1.547	0.07117	-0.125146	0.5117	-0.9149	0.08711	-0.8378	0.2546	0.6369	1.67	1.868	1.266	0.00205	-0.6559	-0.4729	0.8957	-0.4044	-0.213	3.031	0.04498	-1.366	1.137	0.325	0.8465	-1.515	0.2082	-2.261	1.105	-0.1945	0.40273	-0.1925	-0.3461	-0.6884	0.4755	-0.06972	-0.5226	0.4299	0.05144	0.3373	0.6342	0.507	-0.3444	-1.159	-0.2808	0.3713	1.354	0.2394	-0.7025	0.3672	0.5991	-0.5993	0.9708	0.5114	-0.239519	-1.054	-0.08842	-0.5475	-0.02311	0.3743	-0.7035	-0.5652	-0.1568	-0.1329	-1.345	-0.4965	0.9358	-0.2323	-1.035	-0.1612	0.5056	0.6107	0.2856	-0.2555	-0.1391	0.2597	-0.4666	-0.2049	0.2123	-0.2457	1.221	-0.005513	0.2842
"144"	0.7763	0.8282	-0.3419	0.08847	-0.8165	0.1807	-0.6145	-1.178	-0.170423	-0.18762	0.1325	-0.027304	-0.01465	0.172496	-0.25294	-0.010496	-0.229629	0.43592	0.479321	-0.507508	0.44314	0.0482232	0.198071	-1.131	-0.1542	0.3536	0.1223	-1.015	-0.41667	-0.6926	-0.37404	-0.009282	0.6154	-0.4215	-0.2008	-0.4731	-0.234	1.127	0.1849	0.9429	-0.227	-0.2897	-0.2313	1.119	0.3366	2.07	-0.3592	-0.3812	-0.5661	-0.2996	1.831	0.3698	0.8787	-0.269413	-0.279636	-0.10242	-0.6423	-0.008257	-0.5893	-0.132	-1.173	0.5559	-0.7878	0.1366	-0.1548	-0.1783	-0.3017	0.4271	-0.1132	0.05792	0.6214	-0.556	-0.2621	0.6387	0.5856	0.2561	-0.6438	-0.7342	0.9479	1.142	0.02995	0.08505	0.1918	0.5086	-0.09671	0.8453	0.131	-0.3355	-0.01067	-0.0008647	0.1241	-0.4766	2.276	-0.821	-0.5187	0.1227	-0.1184	0.2011	-0.117	0.2883	-0.3327	-1.023	-0.09769	-0.1298	-0.009731	0.3692	-0.1709	-0.1776	-0.03071	-0.05809	-0.05233	-0.1501	-0.2172	-1.803	-0.458	-0.3342
"145"	-0.6399	0.6941	-0.6551	-0.06677	0.1333	0.2686	-0.3816	-0.8826	0.4493	-0.3144	0.02039	-0.167133	-0.54055	0.068743	-0.1184	1.128	-0.100191	0.90635	0.738126	-0.33121	0.048138	-0.0551858	-0.476	-0.8202	-0.8808	-0.247	0.2456	-1.157	-0.546	-0.419989	-0.5348	-0.4319	0.6828	-0.5072	-0.1215	-0.6577	-0.4316	0.9428	0.05123	0.6392	-0.3577	-0.1723	-0.312	0.8911	0.2009	2.242	-0.1388	-0.03683	-0.7548	-0.1212	1.667	-0.1228	1.404	-0.415991	-0.54925	-0.4750447	-0.139208	-0.069617	0.03108	0.2073	-0.5382	0.7522	-0.5524	0.705	-1.046	-0.173	0.135126	0.01508	-0.1581	-0.02806	0.5254	-0.419	-0.1461	0.5657	-0.08441	-0.05286	-0.1568	-0.4312	0.7939	1.166	0.302	0.1001	-0.1482	0.1787	-0.4137	0.7013	0.127	-0.3105	0.04435	0.1472	-0.1569	-0.3015	2.406	0.659	-0.3477	-0.1092	-0.1493	0.4931	-0.04695	0.1034	-0.2637	-0.3932	-0.2637	-0.6668	0.1833	0.5512	-0.2559	-0.01854	-0.3497	-0.2171	-0.3303	0.1199	-0.2672	-1.764	-0.4269	-0.5052
"146"	0.2809	-0.02918	-0.3784	-1.395	-1.81	0.6193	-1.24	-0.2849	0.51	0.03232	0.1181	1.442	3.694	0.004326	-0.5167	1.74	-1.025	-0.5419	0.081711	-0.752	0.3666	-1.041	-0.9153	-0.02114	-0.02169	-0.53401	0.001737	-0.7448	-0.425195	0.13854	-1.047	-0.02582	-2.305	-0.5081	0.022618	0.05839	-0.2545	0.15712	0.05834	0.8213	0.7194	-0.2842	-0.1669	1.176	0.438	2.822	-0.8297	-0.2187	-0.1297	-0.6711	1.839	0.3953	1.727	0.0278686	0.199919	0.1808	0.32471	0.051623	-0.6728	-0.2546	-0.9721	0.6823	-0.6613	-0.2819	-0.2943	-0.6209	0.06579	0.7801	-0.3232	0.9579	1.224	-0.397	-0.8051	1.027	0.5116	0.5071	-0.9338	-1.083	1.212	1.681	-0.01205	-0.09195	0.2758	1.016	-0.2487	1.556	0.485	-1.326	-0.5087	0.1351	-0.3919	-0.1986	1.967	-1.918	-0.6217	0.3727	0.5416	0.8541	0.358	0.02834	-0.2567	-0.8852	-0.1477	-0.0628	-0.06773	0.4692	0.5181	-0.3036	-0.1687	-0.2731	-0.8093	-0.7781	-0.4542	-1.878	-1.409	-0.1242
"147"	0.2899	-0.1272	-0.2564	-0.6311	-1.292	0.4243	-1.549	-1.1	0.66	0.09831	0.1451	1.494	1.516	0.146346	-0.9307	1.807	-0.8267	0.19713	0.27969	-0.525	0.1976	-0.1545268	-0.5553	-0.2526	0.2708	0.6636	0.03624	-2.228	-0.3974	-0.04565	-0.2862	0.1797	-1.563	-0.2096	0.9801	0.1599	-0.629	1.451	0.7469	2.039	0.02392	-0.3657	-0.1234	1.147	0.3545	2.843	-1.72	-0.5292	0.05384	-0.1836	2.795	0.5388	1.692	-0.5423	-1.582	0.3563	-0.8123	-0.056847	-0.0773	-0.4741	-2.77	1.082	-1.492	-0.3364	-0.6708	-0.4904	0.3673	0.431	0.278824	0.5348	0.9853	-0.3521	-1.45	0.5916	0.1075	0.488	-0.7379	-1.054	1.265	1.56	0.3378	0.2799	0.3607	0.7835	-0.3548	1.67	0.9138	-1.001	-0.4148	0.418	0.009953	-0.5557	2.498	-2.106	-1.125	0.5296	0.8175	0.577	0.2699	0.2352	0.1381	-1.167	0.2352	-0.5599	0.1252	1.071	0.108	0.3093	-0.6998	-0.5962	-1.097	-0.9983	-0.0263	-1.112	-1.764	-0.4783
"148"	1.428	-0.9343	-0.9085	-0.9501	-0.6591	-0.7778	-1.434	1.147	0.3279	0.07922	-0.144	1.497	0.50163	1.197	-1.191	-0.2703	-0.6847	-0.283	0.6507	0.1789	2.215	0.7396	-0.05338	-0.4625	0.3219	-0.1853	0.5323	-0.9292	-1.27	-0.9166	-0.6271	-0.5692	0.9045	-0.4535	0.8202	1.028	-0.3929	0.5135	1.149	1.813	0.943	0.009387	1.9	0.2788	1.297	0.1079	-0.9501	-0.7871	-0.2511	0.1725	0.300618	-0.6541	1.328	-0.5002	-0.6882	0.3614	-1.314	-0.4387	-0.4322	0.563	-2.155	0.9079	-0.5427	-0.9363	0.7503	0.271422	-0.2436	-0.2099	0.1469	-0.395	0.8284	-0.2	-1.284	0.7648	-1.638	0.5562	1.053	-0.7812	0.9929	-0.8125	1.043	-0.6749	0.3068	0.8197	-0.6127	1.144	-0.413	0.3255	-0.05763	1.193	1.492	-0.200074	0.07491	0.813	0.2934	0.3968	1.115	-0.05684	0.2331	-1.311	-0.15802	-1.962	-1.426	0.1622	1.081	0.3162	0.6081	-1.122	-0.3657	0.1159	-0.8123	-0.3811	-0.3082	1.683	-3.057	0.3208
"149"	1.995	-1.258	-0.8215	-1.01	-0.5871	-0.5408	-1.41	1.318	-0.005128	-0.09585	-0.2561	1.55	1.092	1.551	-0.6339	-0.4164	-0.6848	-2.111	0.6006	-0.1852	1.937	1.151	-0.09845	-0.3139	0.05551	-0.4107	1.04	-1.189	-1.536	-0.734	-1.077	-0.8336	-0.2529	-0.9089	1.116	1.113	-0.4753	0.3011	1.303	1.541	1.025	-0.07	1.483	0.4114	1.281	0.6315	-0.6675	-0.5335	-0.3505	-0.3749	0.578	-1.303	2.021	-0.1066	-0.7086	0.546	-1.282	-0.2641	-0.7456	1.184	-2.341	0.8556	0.3139	-0.2507	0.7059	0.05233	-0.829	-0.09769	-0.1059	0.4412	1.294	0.2392	-1.05	1.124	-1.366	0.8474	0.7815	-0.858	1.159	-0.5193	0.5812	-1.278	0.365	1.008	-0.6655	1.201	-0.3748	-0.06426	0.07858	0.9054	-0.68475	-1.697	0.4991	0.8233	0.6646	0.738	1.133	-0.1486	0.5463	-1.178	0.3205	-2.124	-1.427	0.4725	0.7525	-0.05159	0.8543	-1.359	0.006539	0.006159	-0.7461	0.008103	-0.4209	1.027	-2.537	0.1931
"150"	0.3	-2.035	-0.036032	-1.792	0.08517	0.5915	-0.7148	0.930041	0.9222	-0.7206	1.105	1.747	0.2217	0.6557	1.002	0.6849	0.1583637	-1.07166	-0.157584	0.14083	0.9217	0.16328	1.236	-1.334	-1.328	0.06407	1.795	-2.721	-0.1379	-0.6142	0.3323	1.355	-1.222	0.6709	0.5196	-1.086	-0.4925	0.08792	0.4833	0.1743	-0.8956	0.6008	1.595	2.068	-0.09301	0.01827	1.227	-1.5	-1.687	0.05486	-0.0562	-0.4188	0.1821	1.674	-2.165	1.423	-0.606927	0.0957	-0.6018	0.8374	-2.013	-0.09368	1.104	0.177	0.8087	1.11	0.2781353	-1.258	-0.601	-1.061	1.877	0.1751	-0.02099	0.9978	-1.607	0.7472	0.6093	-2.304	1.211	-0.9035	1.246	-0.8788	1.707	1.129	0.005416	-0.8686	-0.06992	0.3836	-0.1485	1.014	-0.6738	-0.01144	-0.105	-0.4969	-0.9786	-1.152	0.6018	-0.6728	0.4302	-1.671	0.1724	-1.268	0.8284	1.375	1.416	-1.031	2.156	1.06	1.469	0.01903	0.2508	0.329	-1.012	0.7869	-1.32	-1.884
"151"	-0.4076	-0.07965	0.05416	0.25883	0.221041	0.03485	-0.1874	0.1107	-0.5419074	0.2538	0.2326	0.11534	-0.05276	0.154176	-0.078415	-0.20311	-0.15347	0.26127	0.053536	0.27543	0.44353	-0.141057	0.143651	-0.03382	-0.84287	-0.10315	0.6851	-0.6134	1.576	-0.765449	-0.254115	0.0695	2.044	-0.64927	1.738	1.877	0.5138	2.081	-0.5413	0.07365	0.4967	-1.145	-0.7235	1.458	-1.126	-1.368	0.5216	-1.193	-1.395	-1.285	-0.4369	-0.3884	0.3575	-0.350733	-1.3087	0.053398	-0.411123	-0.661409	-1.488	0.3958	-0.9668	1.586	0.24089	0.2414	-0.401	-1.373	-1.236	-0.4116	0.3862	-1.42	2.022	-1.453	-0.3328	2.049	-0.2071	0.8815	1.687	-0.9979	0.6982	-1.398	1.413	-0.5656	-0.8369	2.347	-0.6914	1.168	-1.549	-1.526	0.1777	2.219	-1.088	-0.7372	0.2542	3.067	1.662	0.266975	0.968	0.2235	-0.4276	-1.123	2.233	-1.391	-1.709	-0.8385	0.8836	-0.1025	-0.9746	0.4208	-0.2734	-0.3767	0.217	1.825	-1.793	-0.9859	-2.121	-1.473
